Middleton; Benjamin (fl 1668 - 1712),Fellow,14/12/1687
Middleton; Christopher (- 1770),Fellow,7/04/1737
Middleton; Sir; Thomas Hudson (1863 - 1943),Statute 12,25/06/1936
Middleton; Thomas Fanshawe (1769 - 1822),Fellow,19/05/1814
Midgley; Paul,Fellow,30/04/2014
Midwinter; John Edwin,Fellow,21/03/1985
Miers; John (1789 - 1879),Fellow,09/03/1843
Miers; Sir; Henry Alexander (1858 - 1942),Fellow,4/06/1896
Miesenbock; Gero,Fellow,30/04/2015
Milburn; Gerard James,Fellow,04/05/2017
Miledi; Ricardo (1927 - 2017),Fellow,19/03/1970
Miles; Henry (1698 - 1763),Fellow,9/06/1743
Miles; Mervyn John,Fellow,19/05/2011
Miles; Sir; Arnold Ashley (1904 - 1988),Fellow,16/03/1961
Miles; Thomas (- 1767),Fellow,15/03/1722
Millar; Andrew John McWalter,Fellow,19/04/2012
Miller; David Andrew Barclay,Fellow,09/03/1995
Miller; Frederick Robert (1881 - 1967),Fellow,05/05/1932
Miller; George (- ? 1849),Fellow,24/05/1827
Miller; Jacques Francis Albert Pierre,Fellow,19/03/1970
Miller; John Fletcher (1816 - 1856),Fellow,6/06/1850
Miller; Joseph (? 1798 - 1860),Fellow,30/03/1843
Miller; Philip (1691 - 1771),Fellow,22/01/1730
Miller; Roger Ervin (1952 - 2005),Fellow,26/05/2005
Miller; Stewart Crichton (1934 - 1999),Fellow,14/03/1996
Miller; William Allen (1817 - 1870),Fellow,6/02/1845
Miller; William Hallowes (1801 - 1880),Fellow,8/02/1838
Miller; William Hughes; Kenneth S Pitzer Distinguished Professor Emeritus,Foreign Member,30/04/2015
Milles; Daniel (1626 - 1689),Fellow,14/01/1675
Milles; Edward (- 1776),Fellow,19/06/1746
Milles; Jeremiah (c 1714 - 1784),Fellow,1/04/1742
Milles; Jeremiah (c 1751 - ? 1796),Fellow,23/02/1775
Milles; Thomas (1671 - 1740),Fellow,7/04/1708
Millington; Langford (- 1807),Fellow,6/05/1802
Mills; Abraham (c 1750 - 1828),Fellow,30/05/1799
Mills; Anne,Fellow,02/05/2013
Mills; Bernard Yarnton,Fellow,21/03/1963
Mills; Edmund James (1840 - 1921),Fellow,4/06/1874
Mills; Ian Mark,Fellow,14/03/1996
Mills; John (c 1717 - ? 1796),Fellow,13/02/1766
Mills; Walter (1654 - 1726),Fellow,12/07/1682
Mills; William Hobson (1873 - 1959),Fellow,03/05/1923
Milman; Sir; Francis (1746 - 1821),Fellow,7/05/1772
Milne; Edward Arthur (1896 - 1950),Fellow,06/05/1926
Milne; John (1850 - 1913),Fellow,9/06/1887
Milne; Malcolm Davenport (1915 - 1991),Fellow,16/03/1978
Milne-Edwards; Henri (1800 - 1885),Foreign Member,30/03/1848
Milner; Arthur David,Fellow,19/05/2011
Milner; Arthur John Robin Gorell (1934 - 2010),Fellow,17/03/1988
Milner; Brenda Atkinson,Fellow,15/03/1979
Milner; Isaac (1750 - 1820),Fellow,15/06/1780
Milner; Samuel Roslington (1875 - 1958),Fellow,11/05/1922
Milnes; Richard Monckton (1809 - 1885); 1st Baron Houghton,Fellow,10/12/1868
Milstein; Cesar (1927 - 2002),Fellow,20/03/1975
Milstein; David,Foreign Member,28/03/2019
Milward; Edward (c 1712 - 1757),Fellow,14/01/1742
Minchin; Edward Alfred (1866 - 1915),Fellow,04/05/1911
Minchin; George Minchin (1845 - 1914),Fellow,13/06/1895
Minet; Daniel (- 1790),Fellow,18/06/1767
Mingos; David Michael Patrick,Fellow,12/03/1992
Mirbel; Charles Francois Brisseau (1776 - 1854),Foreign Member,27/04/1837
Mitchell; George Francis (1912 - 1997),Fellow,15/03/1973
Mitchell; George Hoole (1902 - 1976),Fellow,19/03/1953
Mitchell; John (1711 - 1768),Fellow,15/12/1748
Mitchell; John Francis Brake,Fellow,27/05/2004
Mitchell; John Wesley,Fellow,15/03/1956
Mitchell; Joseph Stanley (1909 - 1987),Fellow,20/03/1952
Mitchell; Peter Dennis (1920 - 1992),Fellow,21/03/1974
Mitchell; Silas Weir (1829 - 1914),Foreign Member,04/06/1908
Mitchell; Sir; Andrew (1708 - 1771),Fellow,26/02/1736
Mitchell; Sir; Edgar William John (1925 - 2002),Fellow,20/03/1986
Mitchell; Sir; Peter Chalmers (1864 - 1945),Fellow,03/05/1906
Mitchison; John Murdoch,Fellow,16/03/1978
Mitchison; Nicholas Avrion,Fellow,16/03/1967
Mitchison; Timothy John,Fellow,15/05/1997
Mitford; William (- 1787),Fellow,13/04/1749
Mitra; Ashesh Prosad,Fellow,17/03/1988
Mitra; Sisir Kumar (1890 - 1963),Fellow,20/03/1958
Mitscherlich; Eilhard (1794 - 1863),Foreign Member,15/05/1828
Mittag-Leffler; Gosta (1846 - 1927),Foreign Member,26/11/1896
Mivart; St George Jackson (1827 - 1900),Fellow,3/06/1869
Moffatt; Henry Keith,Fellow,20/03/1986
Mohl; Hugo von (1805 - 1872),Foreign Member,26/03/1868
